Sample_ID	WWTP_ID	Site_ID	Site_Name	Sampling_Date	Latitude	Longitude	City Name	Country/Region	Continent	Climate type	Annual average	Annual mean of daily maximum	Annual mean of daily minimum	Sampling month average	Sampling moment	Annual	Sampling month	GDP per capita (dollars)	City population	Year_Built	Designed capacity (m3/d)	Actual Inf rate (m3/d)	Volume of aeration tanks (m3)	HTR_plant	HTR_aeration_tank	SRT	A5_general_type	A5_detailed	Nitrificaiton	Denitrification	Aerator_type	BOD_Inf	BOD_inf/(1+recycle ratio)	BOD_Aeration tank inf	BOD_eff	COD_Inf	COD_inf/(1+recycle ratio)	COD_Aeration tank inf	COD_eff	F/M (kg BOD/kg MLSS-d)	NH4_Inf	NH4_Aeration tank inf	NH4_Eff	NH4_Inf	TN_Aeration tank inf	TN_Eff	TP_Inf	TP_Aeration tank inf	TP_eff	IndWaste_Contained in Inf?	IndWaste_Percentage	MLSS (mg/l)	DO (mg/l)	pH	Mixed liquid temperature (oC)	Conductivity (_S/cm)	NH4-N (mg/l)	NO3-N (mg/l)	SVI (ml/g)
USAK3A	USAK1	USAK	Fairbanks	41891	64.853378	-147.8108281	Fairbanks	United States	North America	Dsc	0	24	-38	8	NA	322	33	49196	110293.5198	1977	30283.29427	25362.25895	2778.492249	24	3	22	extended aeration	Pure Oxygen extended aeration	Yes	No	NA	240	NA	NA	33	NA	NA	NA	NA	NA	21.6	NA	14.6	NA	NA	NA	NA	NA	NA	Yes	NA	NA	18.3	6.7	NA	NA	NA	NA	NA
USAK3B	USAK1	USAK	Fairbanks	41891	64.853378	-147.8108281	Fairbanks	United States	North America	Dsc	0	24	-38	8	NA	322	33	49196	110293.5198	1977	30283.29427	25362.25895	2778.492249	24	3	22	extended aeration	Pure Oxygen extended aeration	Yes	No	NA	240	NA	NA	33	NA	NA	NA	NA	NA	21.6	NA	14.6	NA	NA	NA	NA	NA	NA	Yes	NA	NA	18.2	6.7	NA	NA	NA	NA	NA
USAK3C	USAK1	USAK	Fairbanks	41891	64.853378	-147.8108281	Fairbanks	United States	North America	Dsc	0	24	-38	8	NA	322	33	49196	110293.5198	1977	30283.29427	25362.25895	2778.492249	24	3	22	extended aeration	Pure Oxygen extended aeration	Yes	No	NA	240	NA	NA	33	NA	NA	NA	NA	NA	21.6	NA	14.6	NA	NA	NA	NA	NA	NA	Yes	NA	NA	16	6.7	NA	NA	NA	NA	NA
USAK3D	USAK1	USAK	Fairbanks	41891	64.853378	-147.8108281	Fairbanks	United States	North America	Dsc	0	24	-38	8	NA	322	33	49196	110293.5198	1977	30283.29427	25362.25895	2778.492249	24	3	22	extended aeration	Pure Oxygen extended aeration	Yes	No	NA	240	NA	NA	33	NA	NA	NA	NA	NA	21.6	NA	14.6	NA	NA	NA	NA	NA	NA	Yes	NA	NA	12	6.7	NA	NA	NA	NA	NA
USAT01A	USAT01	USAT	USAT	41876	34.2860248	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1461	108	52609	5596349	2005	1892.705892	639.7345915	264.9788249	33	18	20	extended aeration	Extended aeration	Yes	Yes	NA	88	29.33333333	131	1	NA	NA	NA	NA	0.029264069	18	NA	NA	NA	NA	NA	4	NA	NA	No	0	7260	0.79	7.07	25.3	NA	NA	NA	NA
USAT01B	USAT01	USAT	USAT	41876	34.2860248	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1461	108	52609	5596349	2005	1892.705892	639.7345915	264.9788249	33	18	20	extended aeration	Extended aeration	Yes	Yes	NA	88	29.33333333	131	1	NA	NA	NA	NA	0.029264069	18	NA	NA	NA	NA	NA	4	NA	NA	No	0	7260	1	7.07	25.3	NA	NA	NA	NA
USAT01C	USAT01	USAT	USAT	41876	34.2860248	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1461	108	52609	5596349	2005	1892.705892	639.7345915	264.9788249	33	18	20	extended aeration	Extended aeration	Yes	Yes	NA	88	29.33333333	131	1	NA	NA	NA	NA	0.029264069	18	NA	NA	NA	NA	NA	4	NA	NA	No	0	7260	1	7.07	25.3	NA	NA	NA	NA
USAT02A	USAT02	USAT	USAT	41876	34.087483	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1385	102	52609	5596349	1997	3747.557666	1843.495539	1083.876956	24	24	21	SBR	SBR	Yes	No	NA	225	NA	430	3	NA	NA	NA	NA	0.185231272	36	NA	0.76	NA	NA	NA	8	NA	0.09	No	0	2066	0.4	6.96	24.8	NA	NA	NA	NA
USAT02B	USAT02	USAT	USAT	41876	34.087483	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1385	102	52609	5596349	1997	3747.557666	1843.495539	1083.876956	24	24	21	SBR	SBR	Yes	No	NA	225	NA	430	3	NA	NA	NA	NA	0.185231272	36	NA	0.76	NA	NA	NA	8	NA	0.09	No	0	2066	0.9	6.96	24.8	NA	NA	NA	NA
USAT02C	USAT02	USAT	USAT	41876	34.087483	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1385	102	52609	5596349	1997	3747.557666	1843.495539	1083.876956	24	24	21	SBR	SBR	Yes	No	NA	225	NA	430	3	NA	NA	NA	NA	0.185231272	36	NA	0.76	NA	NA	NA	8	NA	0.09	No	0	2066	1.3	6.96	24.8	NA	NA	NA	NA
USAT03A	USAT03	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	3785.411784	2346.955306	147.6310596	12	3.1	15	complete mix	Extended aeration	Yes	Yes	NA	279	55.8	403	1.6	NA	NA	NA	NA	0.616539424	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	7194	0.58	6.85	25.5	NA	NA	NA	NA
USAT03B	USAT03	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	3785.411784	2346.955306	147.6310596	12	3.1	15	complete mix	Extended aeration	Yes	Yes	NA	279	55.8	403	1.6	NA	NA	NA	NA	0.616539424	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	7194	1.01	6.85	25.5	NA	NA	NA	NA
USAT03C	USAT03	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	3785.411784	2346.955306	147.6310596	12	3.1	15	complete mix	Extended aeration	Yes	Yes	NA	279	55.8	403	1.6	NA	NA	NA	NA	0.616539424	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	7194	0.85	6.85	25.5	NA	NA	NA	NA
USAT04A	USAT04	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	473.176473	1589.872949	3406.870606	36.5	16	30	SBR	SBR	Yes	No	NA	172	NA	320	4.5	NA	NA	NA	NA	0.036752137	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	2184	1.92	6.29	23.7	NA	NA	NA	NA
USAT04B	USAT04	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	473.176473	1589.872949	3406.870606	36.5	16	30	SBR	SBR	Yes	No	NA	172	NA	320	4.5	NA	NA	NA	NA	0.036752137	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	2184	2.13	6.29	23.7	NA	NA	NA	NA
USAT04C	USAT04	USAT	USAT	41876	34.1302345	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	2009	473.176473	1589.872949	3406.870606	36.5	16	30	SBR	SBR	Yes	No	NA	172	NA	320	4.5	NA	NA	NA	NA	0.036752137	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	2184	2.44	6.29	23.7	NA	NA	NA	NA
USAT05A	USAT05	USAT	USAT	41876	34.1374661	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	1999	1892.705892	1665.581185	526.172238	38	18	18	extended aeration	Extended aeration	Yes	Yes	NA	212	60.57142857	227	2.3	NA	NA	NA	NA	0.350616059	45	NA	NA	NA	NA	NA	3.8	NA	0.09	No	0	1914	2.1	6.89	23.4	NA	NA	NA	NA
USAT05B	USAT05	USAT	USAT	41876	34.1374661	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	1999	1892.705892	1665.581185	526.172238	38	18	18	extended aeration	Extended aeration	Yes	Yes	NA	212	60.57142857	227	2.3	NA	NA	NA	NA	0.350616059	45	NA	NA	NA	NA	NA	3.8	NA	0.09	No	0	1914	1.83	6.89	23.4	NA	NA	NA	NA
USAT05C	USAT05	USAT	USAT	41876	34.1374661	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1455	106	52609	5596349	1999	1892.705892	1665.581185	526.172238	38	18	18	extended aeration	Extended aeration	Yes	Yes	NA	212	60.57142857	227	2.3	NA	NA	NA	NA	0.350616059	45	NA	NA	NA	NA	NA	3.8	NA	0.09	No	0	1914	2.37	6.89	23.4	NA	NA	NA	NA
USAT07A	USAT07	USAT	USAT	41885	33.5865462	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1135.623535	1135.62	471.925818	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	492	NA	NA	2	NA	NA	NA	NA	0.480489271	36.8	NA	0.09	NA	NA	NA	16.3	NA	0.17	No	0	2464	1.96	6.82	24.6	NA	NA	NA	NA
USAT07B	USAT07	USAT	USAT	41885	33.5865462	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1135.623535	1135.62	471.925818	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	492	NA	NA	2	NA	NA	NA	NA	0.480489271	36.8	NA	0.09	NA	NA	NA	16.3	NA	0.17	No	0	2464	2.13	6.82	24.6	NA	NA	NA	NA
USAT07C	USAT07	USAT	USAT	41885	33.5865462	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1135.623535	1135.62	471.925818	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	492	NA	NA	2	NA	NA	NA	NA	0.480489271	36.8	NA	0.09	NA	NA	NA	16.3	NA	0.17	No	0	2464	4.29	6.82	24.6	NA	NA	NA	NA
USAT08A	USAT08	USAT	USAT	41885	33.6789178	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1987	15141.64714	18169.97656	11356.23535	24	15	11	extended aeration	Extended aeration	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	0.08	3224	0.09	7.65	25.7	NA	NA	NA	NA
USAT08B	USAT08	USAT	USAT	41885	33.6789178	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1987	15141.64714	18169.97656	11356.23535	24	15	11	extended aeration	Extended aeration	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	0.08	3224	0.57	7.65	25.7	NA	NA	NA	NA
USAT08C	USAT08	USAT	USAT	41885	33.6789178	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1987	15141.64714	18169.97656	11356.23535	24	15	11	extended aeration	Extended aeration	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	0.08	3224	3.38	7.65	25.7	NA	NA	NA	NA
USAT09A	USAT09	USAT	USAT	41885	33.5903939	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	NA	832.7905925	287.6912956	1283.254595	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	304	NA	NA	2	NA	NA	NA	NA	0.017547217	39.5	NA	0.11	NA	NA	NA	9.77	NA	0.09	No	0	3884	3.74	7.35	24.1	NA	NA	NA	NA
USAT09B	USAT09	USAT	USAT	41885	33.5903939	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	NA	832.7905925	287.6912956	1283.254595	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	304	NA	NA	2	NA	NA	NA	NA	0.017547217	39.5	NA	0.11	NA	NA	NA	9.77	NA	0.09	No	0	3884	3.3	7.35	24.1	NA	NA	NA	NA
USAT09C	USAT09	USAT	USAT	41885	33.5903939	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	NA	832.7905925	287.6912956	1283.254595	NA	NA	NA	extended aeration	Extended aeration	Yes	Yes	NA	304	NA	NA	2	NA	NA	NA	NA	0.017547217	39.5	NA	0.11	NA	NA	NA	9.77	NA	0.09	No	0	3884	2.92	7.35	24.1	NA	NA	NA	NA
USAT10A	USAT10	USAT	USAT	41895	33.6055229	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1703.435303	976.6362403	1059.912	NA	NA	2	extended aeration	Extended aeration	Yes	Yes	NA	205	NA	NA	2	NA	NA	NA	NA	0.080039595	36.3	NA	0.31	NA	NA	NA	9.13	NA	0.06	No	0	2360	5.47	7.12	26.6	NA	NA	NA	NA
USAT10B	USAT10	USAT	USAT	41895	33.6055229	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1703.435303	976.6362403	1059.912	NA	NA	2	extended aeration	Extended aeration	Yes	Yes	NA	205	NA	NA	2	NA	NA	NA	NA	0.080039595	36.3	NA	0.31	NA	NA	NA	9.13	NA	0.06	No	0	2360	6.7	7.12	26.6	NA	NA	NA	NA
USAT10C	USAT10	USAT	USAT	41895	33.6055229	NA	USAT	United States	North America	Cfa	16	29	-9	25	NA	1288	87	52609	5596349	1972	1703.435303	976.6362403	1059.912	NA	NA	2	extended aeration	Extended aeration	Yes	Yes	NA	205	NA	NA	2	NA	NA	NA	NA	0.080039595	36.3	NA	0.31	NA	NA	NA	9.13	NA	0.06	No	0	2360	6.57	7.12	26.6	NA	NA	NA	NA
USAT11A	USAT11	USAT	USAT	41878	33.9604823	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2000	5678.117676	1828.353892	2839.058838	55.2	18.6	28.2	NA	NA	Yes	Yes	NA	239	NA	239	3.3	NA	NA	NA	NA	0.060288288	NA	NA	NA	NA	NA	NA	5.97	5.97	3.64	Yes	0.02	2553	4.2	6.6	26	NA	NA	NA	NA
USAT11B	USAT11	USAT	USAT	41878	33.9604823	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2000	5678.117676	1828.353892	2839.058838	55.2	18.6	28.2	NA	NA	Yes	Yes	NA	239	NA	239	3.3	NA	NA	NA	NA	0.060288288	NA	NA	NA	NA	NA	NA	5.97	5.97	3.64	Yes	0.02	2553	2	6.6	26	NA	NA	NA	NA
USAT11C	USAT11	USAT	USAT	41878	33.9604823	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2000	5678.117676	1828.353892	2839.058838	55.2	18.6	28.2	NA	NA	Yes	Yes	NA	239	NA	239	3.3	NA	NA	NA	NA	0.060288288	NA	NA	NA	NA	NA	NA	5.97	5.97	3.64	Yes	0.02	2553	3.1	6.6	26	NA	NA	NA	NA
USAT12A	USAT12	USAT	USAT	41878	34.0169066	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2006	4	4890.752025	7756.308745	74.4	12.6	29	NA	NA	Yes	Yes	NA	147	49	147	2.1	NA	NA	NA	NA	0.032787785	NA	NA	NA	NA	NA	NA	4.9	4.9	0.57	Yes	0.1	2827	5.4	6.5	26.2	NA	NA	NA	NA
USAT12B	USAT12	USAT	USAT	41878	34.0169066	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2006	4	4890.752025	7756.308745	74.4	12.6	29	NA	NA	Yes	Yes	NA	147	49	147	2.1	NA	NA	NA	NA	0.032787785	NA	NA	NA	NA	NA	NA	4.9	4.9	0.57	Yes	0.1	2827	5.4	6.5	26.2	NA	NA	NA	NA
USAT12C	USAT12	USAT	USAT	41878	34.0169066	NA	USAT	United States	North America	Cfa	16	29	-9	26	NA	1298	88	52609	5596349	2006	4	4890.752025	7756.308745	74.4	12.6	29	NA	NA	Yes	Yes	NA	147	49	147	2.1	NA	NA	NA	NA	0.032787785	NA	NA	NA	NA	NA	NA	4.9	4.9	0.57	Yes	0.1	2827	5.4	6.5	26.2	NA	NA	NA	NA
USBT1A	USBT1	USBT	Hartford	41862	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	1983	28012.0472	13248.94124	3996.24678	NA	NA	NA	complete mix	Complete mix with trickling filter	Yes	Yes	NA	198	99	NA	2	NA	NA	NA	NA	0.637318962	NA	NA	NA	NA	NA	NA	3.8	NA	0.57	No	0	1030	2.7	7	NA	NA	NA	NA	NA
USBT1B	USBT1	USBT	Hartford	41862	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	1983	28012.0472	13248.94124	3996.24678	NA	NA	NA	complete mix	Complete mix with trickling filter	Yes	Yes	NA	198	99	NA	2	NA	NA	NA	NA	0.637318962	NA	NA	NA	NA	NA	NA	3.8	NA	0.57	No	0	1030	2.7	7	NA	NA	NA	NA	NA
USBT1C	USBT1	USBT	Hartford	41862	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	1983	28012.0472	13248.94124	3996.24678	NA	NA	NA	complete mix	Complete mix with trickling filter	Yes	Yes	NA	198	99	NA	2	NA	NA	NA	NA	0.637318962	NA	NA	NA	NA	NA	NA	3.8	NA	0.57	No	0	1030	2.7	7	NA	NA	NA	NA	NA
USBT2A	USBT2	USBT	Hartford	41862	41.0485141	-73.5302318	Hartford	United States	North America	Dfa	10	27	-13	21	NA	1174	101	83088	1217378	2014	90849.88282	86307.38868	14763.10596	NA	NA	25.6	plug flow	Plug flow	Yes	Yes	NA	222	130.5882353	NA	4	512	301.1764706	NA	29.9	0.584615385	NA	NA	NA	NA	NA	NA	5.16	NA	1.03	No	0	2220	2.44	6.76	22.4	NA	NA	NA	NA
USBT2B	USBT2	USBT	Hartford	41862	41.0485141	-73.5302318	Hartford	United States	North America	Dfa	10	27	-13	21	NA	1174	101	83088	1217378	2014	90849.88282	86307.38868	14763.10596	NA	NA	25.6	plug flow	Plug flow	Yes	Yes	NA	222	130.5882353	NA	4	512	301.1764706	NA	29.9	0.584615385	NA	NA	NA	NA	NA	NA	5.16	NA	1.03	No	0	2220	2.44	6.76	22.4	NA	NA	NA	NA
USBT2C	USBT2	USBT	Hartford	41862	41.0485141	-73.5302318	Hartford	United States	North America	Dfa	10	27	-13	21	NA	1174	101	83088	1217378	2014	90849.88282	86307.38868	14763.10596	NA	NA	25.6	plug flow	Plug flow	Yes	Yes	NA	222	130.5882353	NA	4	512	301.1764706	NA	29.9	0.584615385	NA	NA	NA	NA	NA	NA	5.16	NA	1.03	No	0	2220	2.44	6.76	22.4	NA	NA	NA	NA
USBT3A	USBT3	USBT	Hartford	NA	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USBT3B	USBT3	USBT	Hartford	NA	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USBT3C	USBT3	USBT	Hartford	NA	41.567427	-72.882539	Hartford	United States	North America	Dfa	10	27	-16	21	NA	1205	98	83088	1217378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USBT4A	USBT4	USBT	Hartford	41862	42.1434453	-71.3848429	Hartford	United States	North America	Dfa	9	28	-14	19	NA	1176	96	83088	1217378	1979	21576.84717	14006.0236	7033.295095	NA	NA	11	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.27	NA	0.24	Yes	0.08	5340	1.76	7.18	20.9	NA	NA	NA	NA
USBT4B	USBT4	USBT	Hartford	41862	42.1434453	-71.3848429	Hartford	United States	North America	Dfa	9	28	-14	19	NA	1176	96	83088	1217378	1979	21576.84717	14006.0236	7033.295095	NA	NA	11	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.27	NA	0.24	Yes	0.08	5340	1.76	7.18	20.9	NA	NA	NA	NA
USBT4C	USBT4	USBT	Hartford	41862	42.1434453	-71.3848429	Hartford	United States	North America	Dfa	9	28	-14	19	NA	1176	96	83088	1217378	1979	21576.84717	14006.0236	7033.295095	NA	NA	11	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.27	NA	0.24	Yes	0.08	5340	1.76	7.18	20.9	NA	NA	NA	NA
USBT5A	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USBT5B	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USBT5C	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USBT6A	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USBT6B	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USBT6C	USBT5	USBT	Hartford	41862	41.95932	-71.3058712	Hartford	United States	North America	Dfa	10	26	-13	19	NA	1202	101	83088	1217378	2013	17412.89421	16277.27067	2208.863484	31.605	1.5	17.2	plug flow	Plug flow	Yes	Yes	NA	197.2	129.7368421	NA	3.26	NA	NA	NA	NA	0.382013853	28.4	NA	0.08	23.7	NA	6.36	5.16	NA	0.13	Yes	NA	3804	2	6.67	20	NA	NA	NA	NA
USCB1AA	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1AB	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1AC	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1BA	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1BB	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1BC	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1CA	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
USCB1CB	USCB1	USCB	Columbia MO	41885	38.9209554	-92.4099272	Columbia MO	United States	North America	Dfa	12	30	-21	25	NA	978	102	42525	188712.522	2013	75708.23568	56402.63558	45424.94141	NA	14	12	complete mix	Complete mix	Yes	Yes	NA	293	195.3333333	117	8	543	362	246	33	0.268493235	24	20	0.52	NA	NA	NA	NA	NA	NA	No	0	1355	2	7.1	20	NA	NA	NA	NA
